description,salary_usd,country
"Mid-Level 5+ years Developer, full-stack Dart HTML/CSS JavaScript SQL Amazon Web Services (AWS) Vercel Firebase Realtime Database PostgreSQL Remote Lagos Nigeria",25000,NG
Lead 37+ years DevOps specialist Bash/Shell (all shells) Java JavaScript SQL Microsoft Azure PostgreSQL Remote Nairobi Kenya,150000,KE
"Mid-Level 3+ years Developer, back-end Dart JavaScript TypeScript Amazon Web Services (AWS) Digital Ocean Cloud Firestore Firebase Realtime Database Remote Accra Ghana",3692,GH
"Mid-Level 4+ years Developer, full-stack HTML/CSS JavaScript Python SQL Hetzner PythonAnywhere MySQL PostgreSQL Remote Lagos Nigeria",22800,NG
"Senior 6+ years Developer, full-stack Go Groovy HTML/CSS JavaScript Cloudflare Digital Ocean MariaDB MongoDB Hybrid Nairobi Kenya",90226,KE
"Junior 1+ years Developer, full-stack C++ Dart HTML/CSS Java Amazon Web Services (AWS) Cloudflare MongoDB MySQL Remote Nairobi Kenya",13534,KE
Student HTML/CSS JavaScript TypeScript MySQL PostgreSQL Remote Lagos Nigeria,50000,NG
"Junior 1+ years Developer, front-end C# Dart HTML/CSS Java Amazon Web Services (AWS) Cloudflare Cloud Firestore Firebase Realtime Database Addis Ababa Ethiopia",3158,ET
"Mid-Level 5+ years Developer, front-end JavaScript TypeScript Firebase Render Cloud Firestore Remote Lagos Nigeria",31333,NG
Senior 7+ years Data or business analyst Dart HTML/CSS JavaScript PHP Digital Ocean Netlify PostgreSQL Kampala Uganda,10133,UG
"Senior 10+ years Developer, full-stack Elixir Amazon Web Services (AWS) Digital Ocean MySQL PostgreSQL Remote Lagos Nigeria",90000,NG
"Junior 1+ years Developer, back-end C# SQL Microsoft Azure Microsoft SQL Server Oracle Hybrid Lagos Nigeria",4333,NG
"Senior 10+ years Developer, full-stack Bash/Shell (all shells) C# C++ HTML/CSS Cloudflare Digital Ocean MySQL PostgreSQL Remote Nairobi Kenya",70000,KE
"Junior 1+ years Developer, full-stack Go HTML/CSS JavaScript Python MongoDB MySQL Addis Ababa Ethiopia",3368,ET
"Lead 14+ years Developer, back-end Java Kotlin Digital Ocean Microsoft Azure MongoDB PostgreSQL Hybrid Kigali Rwanda",44531,RW
"Lead 12+ years Developer, full-stack C# HTML/CSS JavaScript PHP MariaDB Microsoft SQL Server Nairobi Kenya",22556,KE
Senior 10+ years Engineering manager C# Go PowerShell Amazon Web Services (AWS) Microsoft Azure Dynamodb Microsoft SQL Server Nairobi Kenya,100000,KE
"Mid-Level 4+ years Developer, front-end HTML/CSS JavaScript PHP TypeScript Digital Ocean Google Cloud MongoDB PostgreSQL Hybrid Lagos Nigeria",8667,NG
"Junior 2+ years Developer, front-end Dart HTML/CSS Java JavaScript Amazon Web Services (AWS) Cloudflare Cloud Firestore Firebase Realtime Database Hybrid Lagos Nigeria",8000,NG
"Senior 7+ years Developer, back-end C# C++ Groovy HTML/CSS Amazon Web Services (AWS) Firebase Firebase Realtime Database H2 Hybrid Addis Ababa Ethiopia",12632,ET
"Lead 20+ years Developer, full-stack Dart HTML/CSS JavaScript PHP Amazon Web Services (AWS) Vercel MongoDB MySQL Hybrid Lagos Nigeria",10000,NG
"Senior 8+ years Developer, full-stack HTML/CSS JavaScript PHP Python MariaDB MySQL Dar es Salaam Tanzania",19380,TZ
"Junior 2+ years Developer, mobile Dart Go JavaScript Digital Ocean Google Cloud MongoDB MySQL Hybrid Accra Ghana",6864,GH
"Mid-Level 4+ years Developer, full-stack C# HTML/CSS JavaScript Heroku MongoDB MySQL Accra Ghana",30000,GH
"Senior 6+ years Developer, full-stack Bash/Shell (all shells) C C# HTML/CSS Digital Ocean Google Cloud H2 Microsoft Access Kigali Rwanda",23438,RW
"Senior 8+ years Developer, full-stack C# C++ HTML/CSS Java Amazon Web Services (AWS) Cloudflare Firebase Realtime Database Firebird Hybrid Dar es Salaam Tanzania",46512,TZ
"Junior 2+ years Developer, mobile Hybrid Nairobi Kenya",9023,KE
"Mid-Level 5+ years Developer, full-stack HTML/CSS JavaScript PHP Amazon Web Services (AWS) Google Cloud MySQL Remote Accra Ghana",13846,GH
"Mid-Level 4+ years Developer, mobile HTML/CSS JavaScript TypeScript Amazon Web Services (AWS) Firebase MongoDB MySQL Remote Lagos Nigeria",7360,NG
"Mid-Level 4+ years Developer, back-end C# Visual Basic (.Net) Amazon Web Services (AWS) Microsoft Azure Cosmos DB Microsoft SQL Server Remote Lagos Nigeria",4400,NG
"Mid-Level 4+ years Developer, front-end Bash/Shell (all shells) Go HTML/CSS JavaScript Firebase Heroku Firebase Realtime Database MongoDB Remote Lagos Nigeria",24000,NG
"Mid-Level 4+ years Developer, full-stack HTML/CSS JavaScript SQL TypeScript Digital Ocean Google Cloud PostgreSQL Hybrid Addis Ababa Ethiopia",54000,ET
Mid-Level 3+ years Data or business analyst C# Python SQL Microsoft Azure Microsoft Access MySQL Kigali Rwanda,19531,RW
"Mid-Level 5+ years Developer, full-stack Dart HTML/CSS JavaScript Python Cloudflare Fly.io MongoDB PostgreSQL Remote Nairobi Kenya",60000,KE
"Mid-Level 3+ years Developer, full-stack C++ HTML/CSS JavaScript PowerShell Amazon Web Services (AWS) Firebase MongoDB PostgreSQL Hybrid Nairobi Kenya",5414,KE
"Mid-Level 3+ years Developer, front-end Bash/Shell (all shells) C Go HTML/CSS Amazon Web Services (AWS) Firebase Cassandra Firebase Realtime Database Hybrid Nairobi Kenya",4060,KE
"Mid-Level 4+ years Developer, back-end Bash/Shell (all shells) Elixir Erlang HTML/CSS Amazon Web Services (AWS) Cloudflare PostgreSQL SQLite Remote Nairobi Kenya",45113,KE
"Senior 10+ years Developer, back-end Bash/Shell (all shells) C# Go HTML/CSS Amazon Web Services (AWS) Elasticsearch MariaDB Hybrid Nairobi Kenya",5639,KE
"Senior 8+ years Developer, back-end Ruby Amazon Web Services (AWS) Colocation PostgreSQL Redis Hybrid Nairobi Kenya",31579,KE
"Mid-Level 5+ years Developer, full-stack C++ Dart Go HTML/CSS Amazon Web Services (AWS) Cloudflare MariaDB Microsoft Access Hybrid Lagos Nigeria",4667,NG
Junior 1+ years Student Assembly Go HTML/CSS JavaScript MongoDB MySQL Hybrid Nairobi Kenya,100000,KE
"Senior 9+ years Developer, full-stack Bash/Shell (all shells) HTML/CSS JavaScript PHP Amazon Web Services (AWS) Digital Ocean Dynamodb MySQL Remote Nairobi Kenya",73932,KE
Mid-Level 3+ years Data or business analyst HTML/CSS Java JavaScript PHP Amazon Web Services (AWS) Digital Ocean MySQL PostgreSQL Hybrid Dar es Salaam Tanzania,7752,TZ
"Lead 19+ years Developer, full-stack HTML/CSS JavaScript PHP Amazon Web Services (AWS) Netlify MariaDB MySQL Remote Addis Ababa Ethiopia",48000,ET
"Mid-Level 4+ years Developer, full-stack HTML/CSS Java JavaScript SQL OpenShift MySQL PostgreSQL Hybrid Nairobi Kenya",11964,KE
"Lead 11+ years Developer, desktop or enterprise applications C++ PHP PowerShell SQL MariaDB Remote Addis Ababa Ethiopia",35780,ET
"Lead 22+ years Developer, desktop or enterprise applications C# HTML/CSS JavaScript SQL Microsoft Azure Vultr Cosmos DB Firebase Realtime Database Nairobi Kenya",9023,KE
"Mid-Level 5+ years Developer, full-stack Bash/Shell (all shells) C# HTML/CSS JavaScript Digital Ocean Managed Hosting Microsoft SQL Server Nairobi Kenya",35000,KE
Mid-Level 4+ years Other (please specify): Python SQL Supabase MySQL Supabase Accra Ghana,5538,GH
"Mid-Level 3+ years Developer, full-stack HTML/CSS JavaScript PHP Python Cloudflare MySQL SQLite Lagos Nigeria",4000,NG
"Senior 6+ years Developer, back-end C++ Java Python SQL Microsoft Azure MongoDB PostgreSQL Remote Lagos Nigeria",10000,NG
"Senior 6+ years Developer, full-stack HTML/CSS Java JavaScript Python Amazon Web Services (AWS) Digital Ocean MongoDB MySQL Remote Dar es Salaam Tanzania",37209,TZ
"Senior 6+ years Developer, full-stack Bash/Shell (all shells) Groovy HTML/CSS Java Amazon Web Services (AWS) Digital Ocean Dynamodb MongoDB Hybrid Kigali Rwanda",14062,RW
"Mid-Level 5+ years Developer, full-stack C# HTML/CSS Java JavaScript Firebase Microsoft SQL Server MySQL Hybrid Dar es Salaam Tanzania",11628,TZ
"Mid-Level 5+ years Developer, full-stack HTML/CSS Java JavaScript Kotlin Firebase Firebase Realtime Database Microsoft SQL Server Hybrid Lagos Nigeria",3000,NG
"Mid-Level 3+ years Developer, back-end Elixir HTML/CSS JavaScript Python PostgreSQL Nairobi Kenya",14887,KE
"Mid-Level 5+ years Developer, full-stack Assembly Bash/Shell (all shells) C C# Digital Ocean Firebase Cloud Firestore MariaDB Hybrid Nairobi Kenya",11278,KE
"Mid-Level 5+ years Developer, full-stack Bash/Shell (all shells) HTML/CSS Java Lisp Amazon Web Services (AWS) Digital Ocean Firebase Realtime Database MySQL Hybrid Kampala Uganda",8000,UG
"Mid-Level 5+ years Developer, full-stack HTML/CSS JavaScript Python TypeScript Digital Ocean Firebase Cloud Firestore Firebase Realtime Database Remote Nairobi Kenya",54135,KE
"Intern 0+ years Developer, full-stack C Dart HTML/CSS Java Digital Ocean Firebase Firebase Realtime Database Microsoft SQL Server Hybrid Kampala Uganda",8000,UG
"Senior 9+ years Developer, full-stack C++ Java Managed Hosting Microsoft SQL Server Hybrid Accra Ghana",4300,GH
Lead 12+ years Engineering manager Bash/Shell (all shells) C C# C++ Amazon Web Services (AWS) Cloudflare Cassandra Cosmos DB Remote Lagos Nigeria,24000,NG
"Senior 6+ years Developer, full-stack Bash/Shell (all shells) Dart Go Kotlin Amazon Web Services (AWS) Firebase Cloud Firestore MongoDB Remote Nairobi Kenya",11278,KE
"Mid-Level 3+ years Developer, back-end Go HTML/CSS JavaScript TypeScript Amazon Web Services (AWS) Cloudflare PostgreSQL Hybrid Lagos Nigeria",10000,NG
"Junior 1+ years Engineer, site reliability Rust TypeScript Amazon Web Services (AWS) Cloudflare Cockroachdb PostgreSQL Hybrid Nairobi Kenya",15038,KE
Lead 21+ years Data engineer Go Java JavaScript Python Amazon Web Services (AWS) Databricks BigQuery Cassandra Remote Lagos Nigeria,80000,NG
"Lead 11+ years Developer, full-stack C# HTML/CSS JavaScript PHP Microsoft SQL Server MySQL Hybrid Kampala Uganda",36400,UG
"Mid-Level 4+ years Developer, full-stack C C# C++ Go Oracle Cloud Infrastructure (OCI) Render MariaDB Microsoft Access Hybrid Kampala Uganda",4267,UG
"Senior 8+ years Developer, full-stack HTML/CSS Java JavaScript SQL Amazon Web Services (AWS) Firebase IBM DB2 Oracle Hybrid Accra Ghana",62000,GH
Senior 6+ years Data scientist or machine learning specialist Python SQL Microsoft Azure Microsoft SQL Server Remote Kampala Uganda,130000,UG
"Junior 2+ years Developer, full-stack Dart JavaScript Python Linode, now Akamai MySQL Redis Nairobi Kenya",6316,KE
"Mid-Level 5+ years Developer, back-end Java JavaScript Digital Ocean OpenShift Oracle PostgreSQL Nairobi Kenya",18000,KE
"Junior 2+ years Developer, front-end HTML/CSS Java JavaScript MATLAB Firebase Heroku Firebase Realtime Database MongoDB Remote Lagos Nigeria",12000,NG
Lead 18+ years Product manager C# Microsoft Azure Microsoft SQL Server Remote Lagos Nigeria,9333,NG
"Mid-Level 4+ years Developer, mobile Dart Remote Lagos Nigeria",5600,NG
"Mid-Level 4+ years Developer, front-end JavaScript TypeScript Amazon Web Services (AWS) Supabase Firebase Realtime Database PostgreSQL Hybrid Nairobi Kenya",9023,KE
Senior 9+ years Engineering manager C C++ Groovy Java Firebase Google Cloud Firebase Realtime Database MariaDB Hybrid Nairobi Kenya,90226,KE
"Mid-Level 4+ years Developer, back-end Java SQL Amazon Web Services (AWS) PostgreSQL Remote Kampala Uganda",42000,UG
"Lead 14+ years Developer, back-end C# JavaScript SQL Microsoft Azure Microsoft SQL Server PostgreSQL Remote Addis Ababa Ethiopia",52632,ET
"Senior 7+ years Developer, full-stack Bash/Shell (all shells) HTML/CSS JavaScript TypeScript Heroku Netlify MongoDB SQLite Remote Lagos Nigeria",3288,NG
"Lead 27+ years Senior Executive (C-Suite, VP, etc.) Dart HTML/CSS Java JavaScript Amazon Web Services (AWS) Firebase Elasticsearch Firebase Realtime Database Hybrid Lagos Nigeria",120000,NG
"Mid-Level 4+ years Developer, back-end Bash/Shell (all shells) C# Java Kotlin Amazon Web Services (AWS) Digital Ocean H2 MongoDB Hybrid Lagos Nigeria",6667,NG
Senior 10+ years Engineering manager C# Dart Java Kotlin Amazon Web Services (AWS) Firebase MariaDB Microsoft SQL Server Remote Lagos Nigeria,23333,NG
"Lead 11+ years Developer, back-end C Java TypeScript Digital Ocean Google Cloud MongoDB PostgreSQL Nairobi Kenya",45023,KE
"Intern 0+ years Developer, full-stack TypeScript Cloudflare PostgreSQL Kigali Rwanda",3281,RW
"Mid-Level 5+ years Developer, full-stack Assembly Bash/Shell (all shells) C C++ Digital Ocean Firebase Elasticsearch MariaDB Nairobi Kenya",9023,KE
"Mid-Level 5+ years Developer, full-stack Bash/Shell (all shells) HTML/CSS JavaScript PHP Amazon Web Services (AWS) Cloudflare MariaDB MySQL Hybrid Dar es Salaam Tanzania",7907,TZ
"Junior 2+ years Developer, full-stack HTML/CSS TypeScript Amazon Web Services (AWS) SQLite Kigali Rwanda",3125,RW
Mid-Level 5+ years DevOps specialist Go Java Python PostgreSQL Hybrid Nairobi Kenya,30075,KE
"Mid-Level 5+ years Developer, full-stack Bash/Shell (all shells) HTML/CSS JavaScript PowerShell Amazon Web Services (AWS) Cloudflare Firebase Realtime Database MongoDB Remote Lagos Nigeria",11000,NG
"Senior 7+ years Developer, full-stack HTML/CSS JavaScript Python Ruby Amazon Web Services (AWS) Vercel PostgreSQL Redis Remote Nairobi Kenya",3759,KE
"Mid-Level 3+ years Developer, back-end Java Google Cloud Elasticsearch MongoDB Remote Lagos Nigeria",55500,NG
Senior 7+ years Developer Experience Java OpenShift Couchbase H2 Remote Addis Ababa Ethiopia,40000,ET
"Mid-Level 3+ years Developer, full-stack C++ HTML/CSS JavaScript PHP MariaDB MySQL Hybrid Nairobi Kenya",13534,KE
"Mid-Level 3+ years Developer, embedded applications or devices Bash/Shell (all shells) C HTML/CSS JavaScript Google Cloud MariaDB PostgreSQL Remote Kampala Uganda",4000,UG
"Mid-Level 4+ years Developer, front-end HTML/CSS JavaScript TypeScript Firebase Netlify Firebase Realtime Database MongoDB Hybrid Lagos Nigeria",4000,NG
"Junior 2+ years Developer, full-stack Assembly Bash/Shell (all shells) C C# Alibaba Cloud Cloudflare MongoDB Oracle Remote Nairobi Kenya",9023,KE
"Mid-Level 3+ years Developer, AI Python SQL Amazon Web Services (AWS) MySQL PostgreSQL Hybrid Lagos Nigeria",4000,NG
"Senior 7+ years Developer, full-stack Dart HTML/CSS JavaScript PHP Amazon Web Services (AWS) Digital Ocean Firebase Realtime Database MySQL Hybrid Nairobi Kenya",3654,KE
Junior 2+ years Blockchain Rust TypeScript Google Cloud Vercel PostgreSQL Supabase Remote Nairobi Kenya,26400,KE
"Lead 16+ years Developer, full-stack Bash/Shell (all shells) C# HTML/CSS JavaScript Amazon Web Services (AWS) Digital Ocean MariaDB Microsoft SQL Server Remote Dar es Salaam Tanzania",30000,TZ
"Senior 6+ years Senior Executive (C-Suite, VP, etc.) Go HTML/CSS JavaScript PHP Amazon Web Services (AWS) Cloudflare Firebase Realtime Database MariaDB Hybrid Lagos Nigeria",30000,NG
"Mid-Level 3+ years Developer, back-end Go SQL TypeScript Amazon Web Services (AWS) MySQL SQLite Nairobi Kenya",18797,KE
"Mid-Level 5+ years Developer, full-stack HTML/CSS JavaScript SQL TypeScript Amazon Web Services (AWS) MongoDB MySQL Hybrid Lagos Nigeria",7484,NG
"Senior 9+ years Developer, full-stack C C# C++ HTML/CSS Alibaba Cloud Amazon Web Services (AWS) MySQL PostgreSQL Addis Ababa Ethiopia",157895,ET
"Senior 6+ years Developer, back-end Dart Go HTML/CSS Java Amazon Web Services (AWS) Cloudflare Elasticsearch MariaDB Nairobi Kenya",16241,KE
"Senior 6+ years Developer, full-stack C# HTML/CSS JavaScript SQL Microsoft Azure Microsoft SQL Server Accra Ghana",3231,GH
Lead 11+ years Cloud infrastructure engineer HTML/CSS JavaScript Solidity Amazon Web Services (AWS) Cloudflare BigQuery Cloud Firestore Hybrid Nairobi Kenya,9023,KE
Senior 10+ years System administrator HTML/CSS JavaScript PowerShell Python MariaDB Microsoft SQL Server Nairobi Kenya,26316,KE
"Junior 2+ years Developer, AI Python Amazon Web Services (AWS) Google Cloud Hybrid Kigali Rwanda",42000,RW
Mid-Level 5+ years Data scientist or machine learning specialist Julia MATLAB Python R Amazon Web Services (AWS) Databricks IBM DB2 Oracle Hybrid Nairobi Kenya,22556,KE
"Senior 6+ years Developer, full-stack Bash/Shell (all shells) Go HTML/CSS JavaScript Amazon Web Services (AWS) Digital Ocean EventStoreDB InfluxDB Hybrid Lagos Nigeria",7160,NG
"Mid-Level 3+ years Developer, front-end JavaScript TypeScript Vercel PostgreSQL Hybrid Dar es Salaam Tanzania",3721,TZ
"Senior 9+ years Senior Executive (C-Suite, VP, etc.) Python SQL Google Cloud MySQL Hybrid Nairobi Kenya",9023,KE
Lead 12+ years Data scientist or machine learning specialist Java Python SQL Amazon Web Services (AWS) Google Cloud PostgreSQL Lagos Nigeria,35333,NG
Junior 1+ years Data scientist or machine learning specialist HTML/CSS Python SQL Amazon Web Services (AWS) BigQuery Cassandra Remote Nairobi Kenya,3000,KE
"Mid-Level 5+ years Developer, front-end HTML/CSS JavaScript Python TypeScript Firebase Google Cloud Nairobi Kenya",42406,KE
"Senior 6+ years Developer, back-end HTML/CSS JavaScript PHP Python Google Cloud Heroku Firebase Realtime Database MongoDB Remote Lagos Nigeria",16000,NG
Junior 2+ years Data engineer Nairobi Kenya,6857,KE
"Mid-Level 4+ years Developer, desktop or enterprise applications C# Fortran HTML/CSS Java Firebase Google Cloud Microsoft Access Microsoft SQL Server Hybrid Lagos Nigeria",4000,NG
"Senior 6+ years Developer, full-stack HTML/CSS JavaScript TypeScript Amazon Web Services (AWS) Digital Ocean Dynamodb MongoDB Remote Lagos Nigeria",120000,NG
Junior 2+ years Data scientist or machine learning specialist Python R Google Cloud Oracle Cloud Infrastructure (OCI) Microsoft SQL Server MySQL Nairobi Kenya,3000,KE
"Senior 6+ years Developer, full-stack Assembly Bash/Shell (all shells) C C# Amazon Web Services (AWS) Digital Ocean Firebase Realtime Database MariaDB Remote Addis Ababa Ethiopia",30909,ET
"Senior 7+ years Developer, full-stack Dart HTML/CSS JavaScript PHP Cloudflare Firebase Firebase Realtime Database MySQL Hybrid Lagos Nigeria",5333,NG
"Mid-Level 3+ years Developer, full-stack Bash/Shell (all shells) HTML/CSS JavaScript Python Amazon Web Services (AWS) Digital Ocean Elasticsearch MongoDB Remote Lagos Nigeria",28500,NG
Junior 2+ years Cloud infrastructure engineer Python Amazon Web Services (AWS) Cloudflare Dynamodb Elasticsearch Remote Lagos Nigeria,46667,NG
"Lead 12+ years Developer, back-end Bash/Shell (all shells) C# HTML/CSS Java Cloudflare Digital Ocean H2 MariaDB Hybrid Lagos Nigeria",22222,NG
"Senior 6+ years Developer, front-end HTML/CSS JavaScript PHP TypeScript Amazon Web Services (AWS) Digital Ocean MySQL PostgreSQL Remote Nairobi Kenya",28571,KE
